Info,Info,Info,Objective,Objective,Extra Output,Variable,Variable,Variable
Iteration,Generation,Category,Cooling (Electric) (kWh),Heating (Gas) (kWh),Discomfort (All Clothing) (hr),Local shading type,Window Size,Site orientation (°)
1494,33, ,1.165.219.391,6.355.105.146,1.360.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",90
1495,33, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1496,33, ,1.202.180.073,540.556.999,925.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",0
1497,33, ,118.875.739,606.122.223,1.220.000,2m Sidefin,"Height: 3.6m, Width: 1m",135
1498,33, ,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1499,34, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1500,34, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1501,34, ,1.778.788.851,4.882.993.829,6.250.000,1.0m Overhang,"Height: 3.6m, Width: 5m",135
1502,34, ,1.277.370.334,493.636.011,845.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",315
1503,34, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1504,34, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1505,34, ,30.071.439,9.297.241,12.905.000,No shading,"Height: 3.6m, Width: 2.5m",0
1506,34, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
1507,34, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1508,34, ,214.359.039,3.412.929.617,8.560.000,2.0m Overhang,"Height: 3.6m, Width: 1m",90
1509,34, ,166.960.757,2.361.742.605,840.000,2.5m Overhang,"Height: 3.6m, Width: 5m",0
1510,34, ,287.939.267,173.206.391,14.215.000,0.5m Overhang,"Height: 3.6m, Width: 5m",45
1511,34, ,264.935.274,1.084.547.693,8.935.000,0.5m Overhang,"Height: 3.6m, Width: 10m",0
1512,34, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1513,34, ,250.364.976,1.194.180.329,7.830.000,0.5m Sidefin + 0.5m Overhang,"Height: 3.6m, Width: 5m",0
1514,34, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1515,34, ,30.765.227,91.297.113,13.595.000,No shading,"Height: 3.6m, Width: 10m",0
1516,34, ,264.935.274,1.084.547.693,8.935.000,0.5m Overhang,"Height: 3.6m, Width: 10m",0
1517,34, ,227.628.024,132.610.171,5.960.000,1.0m Overhang,"Height: 3.6m, Width: 5m",0
1518,34, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1519,34, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1520,34, ,261.105.771,1.096.792.572,8.765.000,0.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1521,34, ,306.972.974,143.056.433,12.840.000,2m Sidefin,"Height: 3.6m, Width: 10m",315
1522,34, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1523,34, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1524,34, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1525,34, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1526,34, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1527,34, ,1.139.337.318,597.811.668,1.180.000,1.5m Sidefin,"Height: 3.6m, Width: 1m",180
1528,34, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1529,34, ,1.344.337.524,552.918.414,1.215.000,2.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 10m",270
1530,34, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1531,34, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1532,34, ,269.471.555,1.125.832.975,10.080.000,0.5m Sidefin,"Height: 3.6m, Width: 2.5m",0
1533,34, ,261.105.771,1.096.792.572,8.765.000,0.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1534,34, ,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1535,34, ,199.434.305,1.859.191.813,3.165.000,0.2m Louvre,"Height: 3.6m, Width: 5m",0
1536,34, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1537,34, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1538,34, ,264.935.274,1.084.547.693,8.935.000,0.5m Overhang,"Height: 3.6m, Width: 10m",0
1539,34, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1540,34, ,2.033.825.938,4.494.239.176,8.670.000,No shading,"Height: 3.6m, Width: 5m",135
1541,34, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1542,34, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
1543,34, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1544,34, ,248.221.393,18.202.195,9.145.000,1.0m Overhang,"Height: 3.6m, Width: 2.5m",315
1545,34, ,261.105.771,1.096.792.572,8.765.000,0.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1546,34, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1547,34, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1548,34, ,183.275.883,2.993.946.668,1.645.000,2m Sidefin + 2m Overhang,"Height: 3.6m, Width: 10m",45
1549,35, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1550,35, ,113.728.321,591.956.731,1.125.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 2.5m",0
1551,35, ,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1552,35, ,261.105.771,1.096.792.572,8.765.000,0.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1553,35, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1554,35, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1555,35, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1556,35, ,264.935.274,1.084.547.693,8.935.000,0.5m Overhang,"Height: 3.6m, Width: 10m",0
1557,35, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1558,35, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1559,35, ,187.532.219,1.863.814.049,2.565.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 10m",0
1560,35, ,264.935.274,1.084.547.693,8.935.000,0.5m Overhang,"Height: 3.6m, Width: 10m",0
1561,35, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1562,35, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1563,35, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1564,35, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1565,35, ,242.979.472,2.304.253.019,10.005.000,0.5m Sidefin,"Height: 3.6m, Width: 1m",45
1566,35, ,1.780.451.852,4.902.742.377,6.420.000,1.5m Overhang,"Height: 3.6m, Width: 1m",135
1567,35, ,138.789.575,351.639.429,365.000,2.5m Sidefin + 2.5m Overhang,"Height: 3.6m, Width: 5m",0
1568,35, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1569,35, ,270.026.495,1.178.995.616,10.400.000,1.5m Sidefin,"Height: 3.6m, Width: 5m",0
1570,35, ,1.251.924.952,501.996.482,865.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",315
1571,35, ,198.241.299,2.586.399.491,3.025.000,2.0m Overhang,"Height: 3.6m, Width: 5m",45
1572,35, ,305.199.054,15.691.766,15.220.000,No shading,"Height: 3.6m, Width: 1m",45
1573,35, ,261.105.771,1.096.792.572,8.765.000,0.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1574,35, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
1575,35, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1576,35, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1577,35, ,227.628.024,132.610.171,5.960.000,1.0m Overhang,"Height: 3.6m, Width: 5m",0
1578,35, ,1.202.180.073,540.556.999,925.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",0
1579,35, ,174.877.042,2.166.051.042,1.200.000,2.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1580,35, ,213.593.298,2.420.235.766,6.615.000,0.2m Louvre,"Height: 3.6m, Width: 2.5m",315
1581,35, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1582,35, ,1.251.646.117,501.277.791,815.000,5m Overhang,"Height: 3.6m, Width: 5m",0
1583,35, ,1.665.058.668,5.175.036.311,4.575.000,2.5m Overhang,"Height: 3.6m, Width: 2.5m",135
1584,35, ,198.974.146,1.872.707.375,3.060.000,0.2m Louvre,"Height: 3.6m, Width: 10m",0
1585,35, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1586,35, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1587,35, ,29.052.664,998.629.251,11.970.000,0.5m Sidefin,"Height: 3.6m, Width: 5m",0
1588,35, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1589,35, ,198.241.299,2.586.399.491,3.025.000,2.0m Overhang,"Height: 3.6m, Width: 5m",45
1590,35, ,162.158.528,3.289.090.309,1.230.000,2m Sidefin,"Height: 3.6m, Width: 1m",0
1591,35, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1592,35, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1593,35, ,1.361.749.174,523.885.469,1.055.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",180
1594,35, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
1595,35, ,258.115.129,313.522.971,9.800.000,0.5m Sidefin + 0.5m Overhang,"Height: 3.6m, Width: 10m",270
1596,35, ,264.935.274,1.084.547.693,8.935.000,0.5m Overhang,"Height: 3.6m, Width: 10m",0
1597,35, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1598,36, ,213.236.652,3.691.618.383,7.115.000,1.5m Overhang,"Height: 3.6m, Width: 10m",270
1599,36, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1600,36, ,1.896.108.672,4.695.297.012,7.600.000,0.5m Overhang,"Height: 3.6m, Width: 5m",135
1601,36, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1602,36, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1603,36, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1604,36, ,1.778.683.435,4.992.588.624,6.420.000,2m Sidefin,"Height: 3.6m, Width: 5m",135
1605,36, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1606,36, ,222.292.504,2.165.328.475,7.000.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",315
1607,36, ,135.361.508,371.099.581,425.000,2m Sidefin + 2m Overhang,"Height: 3.6m, Width: 2.5m",0
1608,36, ,174.940.065,2.156.532.608,1.715.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 5m",0
1609,36, ,227.628.024,132.610.171,5.960.000,1.0m Overhang,"Height: 3.6m, Width: 5m",0
1610,36, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1611,36, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1612,36, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1613,36, ,284.519.463,152.463.693,11.615.000,0.5m Overhang,"Height: 3.6m, Width: 5m",315
1614,36, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1615,36, ,22.237.795,2.298.088.117,6.440.000,1.5m Overhang,"Height: 3.6m, Width: 5m",45
1616,36, ,308.207.139,166.743.516,15.285.000,2.5m Sidefin,"Height: 3.6m, Width: 10m",45
1617,36, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1618,36, ,182.141.877,2.454.303.763,2.285.000,1m Sidefin,"Height: 3.6m, Width: 1m",0
1619,36, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1620,36, ,264.935.274,1.084.547.693,8.935.000,0.5m Overhang,"Height: 3.6m, Width: 10m",0
1621,36, ,1.591.998.345,4.999.110.729,3.545.000,1.5m Overhang,"Height: 3.6m, Width: 1m",225
1622,36, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1623,36, ,255.243.034,2.235.406.421,11.180.000,1.5m Sidefin,"Height: 3.6m, Width: 2.5m",45
1624,36, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1625,36, ,30.071.439,9.297.241,12.905.000,No shading,"Height: 3.6m, Width: 2.5m",0
1626,36, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1627,36, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1628,36, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1629,36, ,261.105.771,1.096.792.572,8.765.000,0.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1630,36, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1631,36, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1632,36, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1633,36, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1634,36, ,264.935.274,1.084.547.693,8.935.000,0.5m Overhang,"Height: 3.6m, Width: 10m",0
1635,36, ,166.960.757,2.361.742.605,840.000,2.5m Overhang,"Height: 3.6m, Width: 5m",0
1636,36, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1637,36, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1638,36, ,1.224.607.948,52.148.434,870.000,0.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",0
1639,36, ,227.628.024,132.610.171,5.960.000,1.0m Overhang,"Height: 3.6m, Width: 5m",0
1640,36, ,1.216.366.984,534.920.688,905.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 10m",0
1641,36, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1642,36, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1643,36, ,149.571.238,298.016.663,455.000,2.5m Sidefin + 2.5m Overhang,"Height: 3.6m, Width: 10m",0
1644,36, ,1.208.838.221,520.900.623,765.000,2.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",45
1645,36, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1646,36, ,1.237.529.717,51.801.732,860.000,5m Overhang,"Height: 3.6m, Width: 10m",0
1647,36, ,1.827.460.751,4.854.203.651,6.800.000,0.5m Sidefin,"Height: 3.6m, Width: 2.5m",135
1648,37, ,226.211.054,13.115.674,6.025.000,1.0m Overhang,"Height: 3.6m, Width: 1m",0
1649,37, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1650,37, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1651,37, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1652,37, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1653,37, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1654,37, ,174.940.065,2.156.532.608,1.715.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 5m",0
1655,37, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1656,37, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1657,37, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1658,37, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1659,37, ,24384.43,186.406.472,8.745.000,1.0m Overhang,"Height: 3.6m, Width: 1m",315
1660,37, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1661,37, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1662,37, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1663,37, ,227.212.102,1.331.944.992,5.870.000,1.0m Overhang,"Height: 3.6m, Width: 10m",0
1664,37, ,1.339.232.841,477.850.038,795.000,5m Overhang,"Height: 3.6m, Width: 5m",315
1665,37, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1666,37, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1667,37, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1668,37, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1669,37, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1670,37, ,1.747.322.361,505.592.207,6.105.000,2.5m Overhang,"Height: 3.6m, Width: 1m",135
1671,37, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1672,37, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1673,37, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1674,37, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1675,37, ,118.360.904,557.277.864,1.000.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",0
1676,37, ,1.251.646.117,501.277.791,815.000,5m Overhang,"Height: 3.6m, Width: 5m",0
1677,37, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1678,37, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1679,37, ,28.931.106,1.038.272.405,12.050.000,2m Sidefin,"Height: 3.6m, Width: 10m",0
1680,37, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1681,37, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1682,37, ,321.371.315,129.922.455,13.680.000,No shading,"Height: 3.6m, Width: 5m",315
1683,37, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1684,37, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1685,37, ,213.175.519,2.445.227.816,6.550.000,0.2m Louvre,"Height: 3.6m, Width: 1m",315
1686,37, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1687,37, ,1.271.177.405,498.090.641,725.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 10m",45
1688,37, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1689,37, ,1.089.863.974,5.675.226.986,1.020.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",315
1690,37, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1691,37, ,2.009.820.002,4.503.704.467,8.490.000,No shading,"Height: 3.6m, Width: 2.5m",135
1692,37, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1693,37, ,264.935.274,1.084.547.693,8.935.000,0.5m Overhang,"Height: 3.6m, Width: 10m",0
1694,37, ,113.728.321,591.956.731,1.125.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 2.5m",0
1695,37, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1696,37, ,1.846.203.991,468.150.456,7.000.000,0.5m Overhang,"Height: 3.6m, Width: 1m",135
1697,37, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1698,38, ,247.295.905,1.914.830.613,10.235.000,1.0m Overhang,"Height: 3.6m, Width: 1m",45
1699,38, ,212.411.079,2.531.712.181,6.355.000,2.0m Overhang,"Height: 3.6m, Width: 1m",315
1700,38, ,30.765.227,91.297.113,13.595.000,No shading,"Height: 3.6m, Width: 10m",0
1701,38, ,1.367.428.953,541.674.539,965.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 10m",90
1702,38, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1703,38, ,1.157.152.249,583.530.307,1.095.000,2.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",0
1704,38, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1705,38, ,1.732.849.452,4.976.560.034,5.545.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",135
1706,38, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1707,38, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1708,38, ,280.968.845,153.995.391,11.365.000,0.5m Overhang,"Height: 3.6m, Width: 2.5m",315
1709,38, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1710,38, ,1.102.620.569,6.288.972.415,1.285.000,2.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 2.5m",0
1711,38, ,168.528.902,2.993.624.855,1.385.000,1.5m Sidefin,"Height: 3.6m, Width: 1m",0
1712,38, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1713,38, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1714,38, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1715,38, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1716,38, ,1.224.607.948,52.148.434,870.000,0.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",0
1717,38, ,1.061.363.068,6.447.869.851,1.345.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",0
1718,38, ,30.765.227,91.297.113,13.595.000,No shading,"Height: 3.6m, Width: 10m",0
1719,38, ,1.041.945.468,6.597.356.278,1.425.000,2.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",0
1720,38, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1721,38, ,283.769.862,284.709.807,11.250.000,0.5m Sidefin,"Height: 3.6m, Width: 10m",270
1722,38, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1723,38, ,318.470.911,133.378.344,13.515.000,0.5m Sidefin,"Height: 3.6m, Width: 10m",315
1724,38, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1725,38, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1726,38, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1727,38, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1728,38, ,220.651.566,3.511.742.405,9.035.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",90
1729,38, ,1.277.370.334,493.636.011,845.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",315
1730,38, ,264.935.274,1.084.547.693,8.935.000,0.5m Overhang,"Height: 3.6m, Width: 10m",0
1731,38, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1732,38, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1733,38, ,122.810.105,4.454.607.739,645.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 1m",0
1734,38, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1735,38, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1736,38, ,264.935.274,1.084.547.693,8.935.000,0.5m Overhang,"Height: 3.6m, Width: 10m",0
1737,38, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1738,38, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1739,38, ,177.982.643,3.524.475.866,2.910.000,2m Sidefin,"Height: 3.6m, Width: 1m",45
1740,38, ,288.460.235,291.635.272,12.910.000,No shading,"Height: 3.6m, Width: 5m",90
1741,38, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1742,38, ,199.434.305,1.859.191.813,3.165.000,0.2m Louvre,"Height: 3.6m, Width: 5m",0
1743,38, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1744,38,Pareto,1.122.514.291,5.454.953.757,980.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",315
