"Info","Info","Info","Objective","Objective","Extra Output","Extra Output","Variable","Variable",
"Iteration","Generation","Category","Cooling (Electric) (kWh)","Heating (Gas) (kWh)","Discomfort (All Clothing) (hr)","Lighting Energy (kWh)","Local shading type","Window Size","","","","","","","","",
"2309","49"," ","11021.1026","10303.5706","287.0000","3047.48","1.5m Sidefin","Height: 3.6m, Width: 1m",
"2310","49"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"2311","49"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2312","49"," ","12850.0092","7929.73719","274.0000","2827.57","1.5m Overhang","Height: 3.6m, Width: 10m",
"2313","49"," ","12022.5133","8184.90322","228.0000","2868.15","1.5m Overhang","Height: 3.6m, Width: 1m",
"2314","49"," ","15808.0093","7746.03941","557.0000","2723.65","1.5m Sidefin","Height: 3.6m, Width: 2.5m",
"2315","49"," ","7164.245619","13892.77776","304.5000","3356.37","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 5m",
"2316","49"," ","9807.3793","9658.97983","133.5000","2880.23","2.5m Overhang","Height: 3.6m, Width: 2.5m",
"2317","49"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"2318","49"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2319","49"," ","12569.4795","8017.17345","257.5000","2840.91","1.5m Overhang","Height: 3.6m, Width: 2.5m",
"2320","49"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2321","49"," ","9807.3793","9658.97983","133.5000","2880.23","2.5m Overhang","Height: 3.6m, Width: 2.5m",
"2322","49"," ","12850.0092","7929.73719","274.0000","2827.57","1.5m Overhang","Height: 3.6m, Width: 10m",
"2323","49"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2324","49"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2325","49"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"2326","49"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"2327","49"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"2328","49"," ","18789.1426","6568.04274","773.5000","2665.94","1.5m Sidefin","Height: 3.6m, Width: 5m",
"2329","49"," ","20385.2137","6001.117889","890.0000","2632.20","0.5m Sidefin","Height: 3.6m, Width: 5m",
"2330","49"," ","7488.932125","13319.57161","317.5000","8576.03","2.5m Sidefin + 5m Overhang","Height: 3.6m, Width: 1m",
"2331","49"," ","14773.2622","7166.26298","413.0000","2827.95","1.0m Overhang","Height: 3.6m, Width: 2.5m",
"2332","49"," ","20835.6679","5908.71439","924.0000","2632.02","1m Sidefin","Height: 3.6m, Width: 10m",
"2333","49"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2334","49"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"2335","49"," ","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
"2336","49"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2337","49"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2338","49"," ","11021.1026","10303.5706","287.0000","3047.48","1.5m Sidefin","Height: 3.6m, Width: 1m",
"2339","49"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2340","49"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"2341","49"," ","7779.04757","12205.30663","222.5000","3050.38","1m Sidefin + 1m Louvre","Height: 3.6m, Width: 5m",
"2342","49"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"2343","49"," ","7009.819201","13996.54824","313.0000","4135.64","2m Sidefin + 5m Overhang","Height: 3.6m, Width: 2.5m",
"2344","49"," ","7789.35471","11960.00203","223.5000","3194.55","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"2345","49"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"2346","49"," ","9807.3793","9658.97983","133.5000","2880.23","2.5m Overhang","Height: 3.6m, Width: 2.5m",
"2347","49"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"2348","49"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2349","49"," ","7317.025793","14014.19706","322.5000","5317.62","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 2.5m",
"2350","49"," ","20536.6849","6015.0061","905.5000","2637.78","1.5m Sidefin","Height: 3.6m, Width: 10m",
"2351","49"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2352","49"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2353","49"," ","18725.2474","6455.57404","746.0000","2650.20","0.5m Sidefin","Height: 3.6m, Width: 2.5m",
"2354","49"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"2355","49"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2356","49"," ","9437.2725","9802.68373","128.0000","2908.66","2.5m Overhang","Height: 3.6m, Width: 1m",
"2357","49"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2358","49"," ","7796.031676","13617.81124","323.5000","8780.93","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 1m",
"2359","50"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"2360","50"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"2361","50"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2362","50"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"2363","50"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"2364","50"," ","7282.802715","13578.2455","291.5000","3664.29","2m Sidefin + 5m Overhang","Height: 3.6m, Width: 5m",
"2365","50"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"2366","50"," ","12569.4795","8017.17345","257.5000","2840.91","1.5m Overhang","Height: 3.6m, Width: 2.5m",
"2367","50"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2368","50"," ","9933.4267","9608.75722","137.0000","2870.98","2.5m Overhang","Height: 3.6m, Width: 5m",
"2369","50"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2370","50"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2371","50"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"2372","50"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2373","50"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2374","50"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"2375","50"," ","12569.4795","8017.17345","257.5000","2840.91","1.5m Overhang","Height: 3.6m, Width: 2.5m",
"2376","50"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2377","50"," ","7777.57963","12311.24503","229.0000","3144.69","2m Sidefin + 2m Louvre","Height: 3.6m, Width: 10m",
"2378","50"," ","12850.0092","7929.73719","274.0000","2827.57","1.5m Overhang","Height: 3.6m, Width: 10m",
"2379","50"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"2380","50"," ","7111.890926","13459.46682","288.0000","3615.51","2m Sidefin + 2m Louvre","Height: 3.6m, Width: 2.5m",
"2381","50"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"2382","50"," ","9807.3793","9658.97983","133.5000","2880.23","2.5m Overhang","Height: 3.6m, Width: 2.5m",
"2383","50"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"2384","50"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2385","50"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2386","50"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"2387","50"," ","12754.5212","7960.43102","269.5000","2832.08","1.5m Overhang","Height: 3.6m, Width: 5m",
"2388","50"," ","12569.4795","8017.17345","257.5000","2840.91","1.5m Overhang","Height: 3.6m, Width: 2.5m",
"2389","50"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2390","50"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"2391","50"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2392","50"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"2393","50"," ","12022.5133","8184.90322","228.0000","2868.15","1.5m Overhang","Height: 3.6m, Width: 1m",
"2394","50"," ","20385.2137","6001.117889","890.0000","2632.20","0.5m Sidefin","Height: 3.6m, Width: 5m",
"2395","50"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"2396","50"," ","18725.2474","6455.57404","746.0000","2650.20","0.5m Sidefin","Height: 3.6m, Width: 2.5m",
"2397","50"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2398","50"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"2399","50"," ","9933.4267","9608.75722","137.0000","2870.98","2.5m Overhang","Height: 3.6m, Width: 5m",
"2400","50"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"2401","50"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"2402","50"," ","9933.4267","9608.75722","137.0000","2870.98","2.5m Overhang","Height: 3.6m, Width: 5m",
"2403","50"," ","12850.0092","7929.73719","274.0000","2827.57","1.5m Overhang","Height: 3.6m, Width: 10m",
"2404","50"," ","20536.6849","6015.0061","905.5000","2637.78","1.5m Sidefin","Height: 3.6m, Width: 10m",
"2405","50"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2406","50"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2407","50"," ","15122.4146","7075.71946","439.0000","2814.36","1.0m Overhang","Height: 3.6m, Width: 10m",
"2408","50"," ","7789.35471","11960.00203","223.5000","3194.55","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"2409","51"," ","7948.61085","11997.48465","212.5000","2946.78","1m Sidefin + 1m Louvre","Height: 3.6m, Width: 10m",
"2410","51"," ","12754.5212","7960.43102","269.5000","2832.08","1.5m Overhang","Height: 3.6m, Width: 5m",
"2411","51"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2412","51"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"2413","51"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2414","51"," ","10587.0096","10653.8335","276.0000","3270.27","2m Sidefin","Height: 3.6m, Width: 1m",
"2415","51"," ","12850.0092","7929.73719","274.0000","2827.57","1.5m Overhang","Height: 3.6m, Width: 10m",
"2416","51"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"2417","51"," ","20385.2137","6001.117889","890.0000","2632.20","0.5m Sidefin","Height: 3.6m, Width: 5m",
"2418","51"," ","15808.0093","7746.03941","557.0000","2723.65","1.5m Sidefin","Height: 3.6m, Width: 2.5m",
"2419","51"," ","7779.04757","12205.30663","222.5000","3050.38","1m Sidefin + 1m Louvre","Height: 3.6m, Width: 5m",
"2420","51"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"2421","51"," ","12850.0092","7929.73719","274.0000","2827.57","1.5m Overhang","Height: 3.6m, Width: 10m",
"2422","51"," ","15122.4146","7075.71946","439.0000","2814.36","1.0m Overhang","Height: 3.6m, Width: 10m",
"2423","51"," ","7257.643341","13913.40243","308.0000","3847.70","1.5m Sidefin + 1.5m Louvre","Height: 3.6m, Width: 5m",
"2424","51"," ","12569.4795","8017.17345","257.5000","2840.91","1.5m Overhang","Height: 3.6m, Width: 2.5m",
"2425","51"," ","9807.3793","9658.97983","133.5000","2880.23","2.5m Overhang","Height: 3.6m, Width: 2.5m",
"2426","51"," ","7444.761095","13207.65615","270.0000","3497.39","0.5m Sidefin + 5m Overhang","Height: 3.6m, Width: 2.5m",
"2427","51"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"2428","51"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2429","51"," ","7009.819201","13996.54824","313.0000","4135.64","2m Sidefin + 5m Overhang","Height: 3.6m, Width: 2.5m",
"2430","51"," ","8580.20472","10867.03576","170.0000","2978.53","1m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"2431","51"," ","20536.6849","6015.0061","905.5000","2637.78","1.5m Sidefin","Height: 3.6m, Width: 10m",
"2432","51"," ","7503.10736","12729.57936","248.0000","3281.97","2m Sidefin + 2m Louvre","Height: 3.6m, Width: 5m",
"2433","51"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2434","51"," ","12754.5212","7960.43102","269.5000","2832.08","1.5m Overhang","Height: 3.6m, Width: 5m",
"2435","51"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2436","51"," ","15808.0093","7746.03941","557.0000","2723.65","1.5m Sidefin","Height: 3.6m, Width: 2.5m",
"2437","51"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"2438","51"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"2439","51"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"2440","51"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"2441","51"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2442","51"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"2443","51"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2444","51"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"2445","51"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"2446","51"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"2447","51"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2448","51"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"2449","51"," ","9933.4267","9608.75722","137.0000","2870.98","2.5m Overhang","Height: 3.6m, Width: 5m",
"2450","51"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2451","51"," ","12569.4795","8017.17345","257.5000","2840.91","1.5m Overhang","Height: 3.6m, Width: 2.5m",
"2452","51"," ","7499.571426","13674.20255","320.5000","7140.34","2m Sidefin + 2m Louvre","Height: 3.6m, Width: 1m",
"2453","51"," ","12022.5133","8184.90322","228.0000","2868.15","1.5m Overhang","Height: 3.6m, Width: 1m",
"2454","51"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"2455","51"," ","12569.4795","8017.17345","257.5000","2840.91","1.5m Overhang","Height: 3.6m, Width: 2.5m",
"2456","51"," ","12022.5133","8184.90322","228.0000","2868.15","1.5m Overhang","Height: 3.6m, Width: 1m",
"2457","51"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2458","51"," ","7079.544144","13870.56353","304.0000","3802.36","1.5m Sidefin + 5m Overhang","Height: 3.6m, Width: 2.5m",
"2459","52"," ","12569.4795","8017.17345","257.5000","2840.91","1.5m Overhang","Height: 3.6m, Width: 2.5m",
"2460","52"," ","20385.2137","6001.117889","890.0000","2632.20","0.5m Sidefin","Height: 3.6m, Width: 5m",
"2461","52"," ","9998.577","9581.49175","141.5000","2867.07","2.5m Overhang","Height: 3.6m, Width: 10m",
"2462","52"," ","9792.4029","9731.57918","139.0000","2876.41","0.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"2463","52"," ","15122.4146","7075.71946","439.0000","2814.36","1.0m Overhang","Height: 3.6m, Width: 10m",
"2464","52"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2465","52"," ","7446.85603","12706.19494","245.0000","3061.40","1m Sidefin + 1m Louvre","Height: 3.6m, Width: 2.5m",
"2466","52"," ","9807.3793","9658.97983","133.5000","2880.23","2.5m Overhang","Height: 3.6m, Width: 2.5m",
"2467","52"," ","15122.4146","7075.71946","439.0000","2814.36","1.0m Overhang","Height: 3.6m, Width: 10m",
"2468","52"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2469","52"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"2470","52"," ","12569.4795","8017.17345","257.5000","2840.91","1.5m Overhang","Height: 3.6m, Width: 2.5m",
"2471","52"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2472","52"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2473","52"," ","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
"2474","52"," ","7259.202146","14196.11522","339.5000","6465.15","1.5m Sidefin + 1.5m Louvre","Height: 3.6m, Width: 1m",
"2475","52"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2476","52"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"2477","52"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"2478","52"," ","7324.02392","12449.55737","247.5000","3509.05","1m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"2479","52"," ","12754.5212","7960.43102","269.5000","2832.08","1.5m Overhang","Height: 3.6m, Width: 5m",
"2480","52"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"2481","52"," ","8103.36942","11484.27539","200.0000","3033.65","1.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"2482","52"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"2483","52"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
