"Info","Info","Info","Objective","Objective","Extra Output","Extra Output","Variable","Variable",
"Iteration","Generation","Category","Cooling (Electric) (kWh)","Heating (Gas) (kWh)","Discomfort (All Clothing) (hr)","Lighting Energy (kWh)","Local shading type","Window Size","","","","","","","","",
"3783","78"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"3784","78"," ","8088.17332","11287.49461","185.5000","3051.94","0.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"3785","78"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"3786","78"," ","12850.0092","7929.73719","274.0000","2827.57","1.5m Overhang","Height: 3.6m, Width: 10m",
"3787","78"," ","7777.57963","12311.24503","229.0000","3144.69","2m Sidefin + 2m Louvre","Height: 3.6m, Width: 10m",
"3788","78"," ","20385.2137","6001.117889","890.0000","2632.20","0.5m Sidefin","Height: 3.6m, Width: 5m",
"3789","78"," ","7503.10736","12729.57936","248.0000","3281.97","2m Sidefin + 2m Louvre","Height: 3.6m, Width: 5m",
"3790","78"," ","15122.4146","7075.71946","439.0000","2814.36","1.0m Overhang","Height: 3.6m, Width: 10m",
"3791","78"," ","7592.96811","12178.21009","239.5000","3758.88","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"3792","78"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"3793","78"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"3794","78"," ","20536.6849","6015.0061","905.5000","2637.78","1.5m Sidefin","Height: 3.6m, Width: 10m",
"3795","78"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"3796","78"," ","14668.8605","8436.76551","500.0000","2922.58","2.5m Sidefin","Height: 3.6m, Width: 2.5m",
"3797","78"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"3798","78"," ","7385.947311","13515.76696","285.5000","3215.63","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 10m",
"3799","78"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"3800","78"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"3801","78"," ","6961.18968","13151.92924","279.0000","3666.02","1.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"3802","78"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"3803","78"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"3804","78"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"3805","78"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"3806","78"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"3807","78"," ","7821.021955","12747.68586","248.5000","3421.36","5m Overhang","Height: 3.6m, Width: 10m",
"3808","78"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"3809","79"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"3810","79"," ","9933.4267","9608.75722","137.0000","2870.98","2.5m Overhang","Height: 3.6m, Width: 5m",
"3811","79"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"3812","79"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"3813","79"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"3814","79"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"3815","79"," ","9199.8201","10271.70555","146.5000","2926.78","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"3816","79"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"3817","79"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"3818","79"," ","19465.9433","6297.55068","823.5000","2665.08","1m Sidefin","Height: 3.6m, Width: 5m",
"3819","79"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"3820","79"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"3821","79"," ","7592.96811","12178.21009","239.5000","3758.88","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"3822","79"," ","7789.35471","11960.00203","223.5000","3194.55","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"3823","79"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"3824","79"," ","10374.06619","10842.09056","281.0000","3419.93","2.5m Sidefin","Height: 3.6m, Width: 1m",
"3825","79"," ","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
"3826","79"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"3827","79"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"3828","79"," ","9807.3793","9658.97983","133.5000","2880.23","2.5m Overhang","Height: 3.6m, Width: 2.5m",
"3829","79"," ","12045.4539","9484.08235","317.5000","2994.28","1m Sidefin","Height: 3.6m, Width: 1m",
"3830","79"," ","9199.8201","10271.70555","146.5000","2926.78","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"3831","79"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"3832","79"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"3833","79"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"3834","79"," ","15122.4146","7075.71946","439.0000","2814.36","1.0m Overhang","Height: 3.6m, Width: 10m",
"3835","79"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"3836","79"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"3837","79"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"3838","79"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"3839","79"," ","8471.933","11061.27532","182.0000","3026.68","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"3840","79"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"3841","79"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"3842","79"," ","9199.8201","10271.70555","146.5000","2926.78","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"3843","79"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"3844","79"," ","20536.6849","6015.0061","905.5000","2637.78","1.5m Sidefin","Height: 3.6m, Width: 10m",
"3845","79"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"3846","79"," ","9933.4267","9608.75722","137.0000","2870.98","2.5m Overhang","Height: 3.6m, Width: 5m",
"3847","79"," ","7051.617165","14214.86724","325.5000","4126.54","1.5m Sidefin + 1.5m Louvre","Height: 3.6m, Width: 2.5m",
"3848","79"," ","9199.8201","10271.70555","146.5000","2926.78","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"3849","79"," ","15808.0093","7746.03941","557.0000","2723.65","1.5m Sidefin","Height: 3.6m, Width: 2.5m",
"3850","79"," ","12022.5133","8184.90322","228.0000","2868.15","1.5m Overhang","Height: 3.6m, Width: 1m",
"3851","79"," ","7317.025793","14014.19706","322.5000","5317.62","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 2.5m",
"3852","79"," ","9998.577","9581.49175","141.5000","2867.07","2.5m Overhang","Height: 3.6m, Width: 10m",
"3853","79"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"3854","79"," ","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
"3855","79"," ","6826.36097","13710.48381","298.5000","3603.37","1m Sidefin + 1m Louvre","Height: 3.6m, Width: 1m",
"3856","79"," ","7361.375882","13425.20858","284.0000","3566.04","1.5m Sidefin + 5m Overhang","Height: 3.6m, Width: 5m",
"3857","79"," ","14773.2622","7166.26298","413.0000","2827.95","1.0m Overhang","Height: 3.6m, Width: 2.5m",
"3858","79"," ","8943.3418","10501.05728","155.0000","2962.76","1.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"3859","80"," ","14668.8605","8436.76551","500.0000","2922.58","2.5m Sidefin","Height: 3.6m, Width: 2.5m",
"3860","80"," ","7111.890926","13459.46682","288.0000","3615.51","2m Sidefin + 2m Louvre","Height: 3.6m, Width: 2.5m",
"3861","80"," ","9199.8201","10271.70555","146.5000","2926.78","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"3862","80"," ","15808.0093","7746.03941","557.0000","2723.65","1.5m Sidefin","Height: 3.6m, Width: 2.5m",
"3863","80"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"3864","80"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"3865","80"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"3866","80"," ","7385.947311","13515.76696","285.5000","3215.63","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 10m",
"3867","80"," ","8697.1367","10779.62601","168.5000","2998.32","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"3868","80"," ","7257.643341","13913.40243","308.0000","3847.70","1.5m Sidefin + 1.5m Louvre","Height: 3.6m, Width: 5m",
"3869","80"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"3870","80"," ","8943.3418","10501.05728","155.0000","2962.76","1.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"3871","80"," ","7789.35471","11960.00203","223.5000","3194.55","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"3872","80"," ","9998.577","9581.49175","141.5000","2867.07","2.5m Overhang","Height: 3.6m, Width: 10m",
"3873","80"," ","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
"3874","80"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"3875","80"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"3876","80"," ","18789.1426","6568.04274","773.5000","2665.94","1.5m Sidefin","Height: 3.6m, Width: 5m",
"3877","80"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"3878","80"," ","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
"3879","80"," ","16964.4016","7143.78094","626.0000","2697.42","1m Sidefin","Height: 3.6m, Width: 2.5m",
"3880","80"," ","12754.5212","7960.43102","269.5000","2832.08","1.5m Overhang","Height: 3.6m, Width: 5m",
"3881","80"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"3882","80"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"3883","80"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"3884","80"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"3885","80"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"3886","80"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"3887","80"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"3888","80"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"3889","80"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"3890","80"," ","18789.1426","6568.04274","773.5000","2665.94","1.5m Sidefin","Height: 3.6m, Width: 5m",
"3891","80"," ","12850.0092","7929.73719","274.0000","2827.57","1.5m Overhang","Height: 3.6m, Width: 10m",
"3892","80"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"3893","80"," ","15122.4146","7075.71946","439.0000","2814.36","1.0m Overhang","Height: 3.6m, Width: 10m",
"3894","80"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"3895","80"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"3896","80"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"3897","80"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"3898","80"," ","7789.35471","11960.00203","223.5000","3194.55","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"3899","80"," ","7720.096594","12798.0338","246.5000","3433.77","5m Overhang","Height: 3.6m, Width: 2.5m",
"3900","80"," ","16964.4016","7143.78094","626.0000","2697.42","1m Sidefin","Height: 3.6m, Width: 2.5m",
"3901","80"," ","9998.577","9581.49175","141.5000","2867.07","2.5m Overhang","Height: 3.6m, Width: 10m",
"3902","80"," ","9933.4267","9608.75722","137.0000","2870.98","2.5m Overhang","Height: 3.6m, Width: 5m",
"3903","80"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"3904","80"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"3905","80"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"3906","80"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"3907","80"," ","19465.9433","6297.55068","823.5000","2665.08","1m Sidefin","Height: 3.6m, Width: 5m",
"3908","80"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"3909","81"," ","8697.1367","10779.62601","168.5000","2998.32","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"3910","81"," ","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
"3911","81"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"3912","81"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"3913","81"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"3914","81"," ","7777.57963","12311.24503","229.0000","3144.69","2m Sidefin + 2m Louvre","Height: 3.6m, Width: 10m",
"3915","81"," ","12569.4795","8017.17345","257.5000","2840.91","1.5m Overhang","Height: 3.6m, Width: 2.5m",
"3916","81"," ","8697.1367","10779.62601","168.5000","2998.32","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"3917","81"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"3918","81"," ","12754.5212","7960.43102","269.5000","2832.08","1.5m Overhang","Height: 3.6m, Width: 5m",
"3919","81"," ","8697.1367","10779.62601","168.5000","2998.32","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"3920","81"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"3921","81"," ","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
"3922","81"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"3923","81"," ","20536.6849","6015.0061","905.5000","2637.78","1.5m Sidefin","Height: 3.6m, Width: 10m",
"3924","81"," ","7499.571426","13674.20255","320.5000","7140.34","2m Sidefin + 2m Louvre","Height: 3.6m, Width: 1m",
"3925","81"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"3926","81"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"3927","81"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"3928","81"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"3929","81"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"3930","81"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"3931","81"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"3932","81"," ","12850.0092","7929.73719","274.0000","2827.57","1.5m Overhang","Height: 3.6m, Width: 10m",
"3933","81"," ","9318.1053","10159.64155","143.0000","2894.19","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"3934","81"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"3935","81"," ","15122.4146","7075.71946","439.0000","2814.36","1.0m Overhang","Height: 3.6m, Width: 10m",
"3936","81"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"3937","81"," ","9998.577","9581.49175","141.5000","2867.07","2.5m Overhang","Height: 3.6m, Width: 10m",
"3938","81"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"3939","81"," ","7116.646754","13117.31315","293.0000","5914.23","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"3940","81"," ","7821.021955","12747.68586","248.5000","3421.36","5m Overhang","Height: 3.6m, Width: 10m",
"3941","81"," ","19465.9433","6297.55068","823.5000","2665.08","1m Sidefin","Height: 3.6m, Width: 5m",
"3942","81"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"3943","81"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"3944","81"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"3945","81"," ","7779.04757","12205.30663","222.5000","3050.38","1m Sidefin + 1m Louvre","Height: 3.6m, Width: 5m",
"3946","81"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"3947","81"," ","9437.2725","9802.68373","128.0000","2908.66","2.5m Overhang","Height: 3.6m, Width: 1m",
"3948","81"," ","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
"3949","81"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"3950","81"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"3951","81"," ","9158.369","10245.21041","143.0000","2903.98","0.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"3952","81"," ","9998.577","9581.49175","141.5000","2867.07","2.5m Overhang","Height: 3.6m, Width: 10m",
"3953","81"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"3954","81"," ","12850.0092","7929.73719","274.0000","2827.57","1.5m Overhang","Height: 3.6m, Width: 10m",
"3955","81"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"3956","81"," ","9792.4029","9731.57918","139.0000","2876.41","0.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"3957","81"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"3958","81"," ","9807.3793","9658.97983","133.5000","2880.23","2.5m Overhang","Height: 3.6m, Width: 2.5m",
"3959","82"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"3960","82"," ","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
"3961","82"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"3962","82"," ","7214.784712","13713.62462","299.0000","3768.52","2.5m Sidefin + 5m Overhang","Height: 3.6m, Width: 5m",
"3963","82"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"3964","82"," ","21240.3089","5783.770871","953.5000","2631.63","0.5m Sidefin","Height: 3.6m, Width: 10m",
"3965","82"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"3966","82"," ","7385.947311","13515.76696","285.5000","3215.63","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 10m",
"3967","82"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"3968","82"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"3969","82"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"3970","82"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"3971","82"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"3972","82"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"3973","82"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"3974","82"," ","7245.93243","12787.65233","242.5000","2823.36","0.5m Sidefin + 0.5m Louvre","Height: 3.6m, Width: 1m",
"3975","82"," ","12569.4795","8017.17345","257.5000","2840.91","1.5m Overhang","Height: 3.6m, Width: 2.5m",
"3976","82"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"3977","82"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"3978","82"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"3979","82"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"3980","82"," ","9318.1053","10159.64155","143.0000","2894.19","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"3981","82"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"3982","82"," ","17959.124","6972.01044","727.0000","2687.29","2.5m Sidefin","Height: 3.6m, Width: 5m",
"3983","82"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"3984","82"," ","9933.4267","9608.75722","137.0000","2870.98","2.5m Overhang","Height: 3.6m, Width: 5m",
"3985","82"," ","9437.2725","9802.68373","128.0000","2908.66","2.5m Overhang","Height: 3.6m, Width: 1m",
"3986","82"," ","7116.646754","13117.31315","293.0000","5914.23","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"3987","82"," ","8697.1367","10779.62601","168.5000","2998.32","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"3988","82"," ","12754.5212","7960.43102","269.5000","2832.08","1.5m Overhang","Height: 3.6m, Width: 5m",
"3989","82"," ","12754.5212","7960.43102","269.5000","2832.08","1.5m Overhang","Height: 3.6m, Width: 5m",
"3990","82"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"3991","82"," ","21240.3089","5783.770871","953.5000","2631.63","0.5m Sidefin","Height: 3.6m, Width: 10m",
"3992","82"," ","15122.4146","7075.71946","439.0000","2814.36","1.0m Overhang","Height: 3.6m, Width: 10m",
"3993","82"," ","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
"3994","82"," ","8697.1367","10779.62601","168.5000","2998.32","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"3995","82"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"3996","82"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"3997","82"," ","9807.3793","9658.97983","133.5000","2880.23","2.5m Overhang","Height: 3.6m, Width: 2.5m",
"3998","82"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"3999","82"," ","15122.4146","7075.71946","439.0000","2814.36","1.0m Overhang","Height: 3.6m, Width: 10m",
"4000","82"," ","7789.35471","11960.00203","223.5000","3194.55","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"4001","82"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"4002","82"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"4003","82"," ","7116.646754","13117.31315","293.0000","5914.23","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"4004","82"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"4005","82"," ","12045.4539","9484.08235","317.5000","2994.28","1m Sidefin","Height: 3.6m, Width: 1m",
"4006","82"," ","7116.646754","13117.31315","293.0000","5914.23","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"4007","82"," ","14668.8605","8436.76551","500.0000","2922.58","2.5m Sidefin","Height: 3.6m, Width: 2.5m",
"4008","82"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"4009","83"," ","7592.96811","12178.21009","239.5000","3758.88","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"4010","83"," ","14773.2622","7166.26298","413.0000","2827.95","1.0m Overhang","Height: 3.6m, Width: 2.5m",
"4011","83"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"4012","83"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"4013","83"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"4014","83"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"4015","83"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"4016","83"," ","7613.454743","13000.95912","263.5000","3448.07","0.5m Sidefin + 5m Overhang","Height: 3.6m, Width: 5m",
"4017","83"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"4018","83"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
